human_r1	human_r2	mouse_r1	mouse_r2	cattle_r1	cattle_r2	pig_r1	pig_r2	opossum_r1	opossum_r2
ENSG00000154734:ADAMTS1	18.02	93.1	53.2	68.52	42.22	34.28	6.77	21.77	136.32	19.7
ENSG00000154736:ADAMTS5	1.6	5.84	21.66	12.54	24.22	15.71	0.82	1.71	3.92	0.62
ENSG00000154764:WNT7A	0.83	7.07	0.46	0.12	9.65	8.91	0.58	1.52	3.1	0
ENSG00000154767:XPC	20.59	30.54	20.17	16.88	36.89	37.92	2.62	6.82	9.86	5.54
ENSG00000154781:CCDC174	15.24	20.26	15.18	17.08	32.58	26	0.85	1.54	58.48	5.13
ENSG00000154783:FGD5	10.97	15.42	12.52	12.89	13.59	14.81	2.23	5.9	15.2	3.66
ENSG00000154803:FLCN	25.57	42.06	31.35	35.1	33.82	34.35	2.05	10.09	27.46	23.1
ENSG00000154814:OXNAD1	2.66	4.41	13.59	13.3	12.27	11.54	3.3	7.04	8.43	13.33
ENSG00000154822:PLCL2	38.18	55.32	12.45	6.28	27.84	27.85	1.34	2.92	4.88	1.48
ENSG00000154832:CXXC1	56.99	86.06	28.91	22.9	37.73	39.12	3.73	9.79	65.22	84.23
ENSG00000154845:PPP4R1	58.96	62.89	51.17	42.69	71.96	56.55	5.71	13.91	16.23	6.61
ENSG00000154856:APCDD1	19.53	26.73	16.66	11.27	178.12	148.58	20.21	48.44	3.61	1.56
ENSG00000154864:PIEZO2	0	0.01	5.41	3.56	1.1	2.84	0.26	1.12	3.51	0.6
ENSG00000154889:MPPE1	16.79	22.27	10.24	10.5	44.09	53.36	0.21	0.26	4.18	3.06
ENSG00000154914:USP43	25.91	34.3	2.15	2.16	7.42	7.53	1.11	3.29	15.39	4.47
ENSG00000154917:RAB6B	12.79	13.33	32.31	21.47	0.42	0.37	0.53	1.15	6.49	0.58
ENSG00000154920:EME1	2.07	2.51	0.31	0.13	6.52	6.96	0.09	0.14	8.76	24.09
ENSG00000154928:EPHB1	0.04	0.15	0.1	0	0.26	0.18	0	0.01	0.58	0.71
ENSG00000154930:ACSS1	115.3	158.74	14.19	16.63	95.13	84.01	1.04	3.69	6.43	3.06
ENSG00000154945:ANKRD40	29.04	32.26	68.99	43.82	21.86	20.93	2.85	6.32	8.22	2.65
ENSG00000154957:ZNF18	2.61	3.12	10.44	8	3.74	3.69	0.67	1.44	1.79	2.34
ENSG00000154975:CA10	4.23	15.82	0.03	0.09	0	0	0.01	0	0	0
ENSG00000154978:VOPP1	7.09	12.49	17.19	14.2	28.18	47.12	0.25	0.87	61.16	141.85
ENSG00000154997:SEPTIN14	0.87	1.21	0.04	0.49	0.08	0.04	0.01	0.01	21.26	19.05
ENSG00000155008:APOOL	6.06	7.1	14.49	18.86	12.54	11.89	6.83	9.04	102.95	32.04
ENSG00000155011:DKK2	0.06	1.28	0.75	1.13	1.72	2.11	3.8	12.82	0.74	0.47
ENSG00000155016:CYP2U1	1.06	1.72	1.51	1.15	31.38	32.86	0.4	0.67	0.49	1.86
ENSG00000155034:FBXL18	3.89	5.3	8.12	5.58	7.15	5.19	0.64	2.42	0.77	1.65
ENSG00000155066:PROM2	28.35	30.67	2.42	2.81	7.51	7.59	12.18	37.56	14.44	64.1
ENSG00000155087:ODF1	0	0	0	0.16	0	0	0	0	0.04	0.13
ENSG00000155090:KLF10	53.9	57.59	38.75	26.65	87.89	81.92	9.76	18.96	22.38	21.13
ENSG00000155096:AZIN1	229.13	193.95	181.44	118.92	65.99	42.49	13.39	18.2	43.85	48.22
ENSG00000155099:PIP4P2	7.87	8.18	11.56	16.35	0.47	0.55	0.06	0.1	0.41	0.4
ENSG00000155111:CDK19	16.28	18.28	24.18	11.34	12.27	11.68	1.44	3.06	8.24	0.78
ENSG00000155115:GTF3C6	24.27	28.8	28.15	37.05	10.02	10.05	2.91	5.73	63.75	9.58
ENSG00000155158:TTC39B	1.86	1.31	5.79	3.51	15.04	15.34	0.64	1.39	13.07	4.38
ENSG00000155189:AGPAT5	36.64	25.1	15.02	31.82	32.51	29	3.9	5.37	26.21	2.29
ENSG00000155229:MMS19	29.07	39.99	34.21	23.73	14.05	14.76	1.78	4.55	8.34	17.61
ENSG00000155252:PI4K2A	10.92	13.99	32.71	37.12	19.13	14.83	4.27	10.37	12.31	14.48
ENSG00000155254:MARVELD1	17.31	23.77	19.02	17.25	59.2	43.65	2.26	7.22	1.9	1.01
ENSG00000155256:ZFYVE27	20.07	23.59	35.51	27.63	38.79	39.61	7.74	18.69	76.27	61.46
ENSG00000155265:GOLGA7B	0.19	0.27	10.2	6.07	0.04	0.38	0.01	0.06	0.19	0
ENSG00000155287:SLC25A28	30.23	49.45	26.9	26.87	46.07	44.78	2.76	5.3	33.07	44.64
ENSG00000155307:SAMSN1	1.44	6.33	0.47	0.52	25.17	10.43	1.01	1.1	0.31	0.17
ENSG00000155313:USP25	40.29	44.79	25.82	20.62	15.66	10.59	2.22	4.04	32.68	29.71
ENSG00000155324:GRAMD2B	82.42	69.25	29.01	15.85	23.15	21.82	12.26	20.71	2.26	2.78
ENSG00000155329:ZCCHC10	17.28	19.76	7.58	7.36	12.61	10.32	1.89	3.1	20.83	8.92
ENSG00000155330:C16orf87	5.77	5.76	20.41	17.13	39.25	40	2.01	2.96	7.51	2.46
ENSG00000155363:MOV10	26.46	43.97	31.56	38.32	63.96	74.13	2.8	6.56	31.84	46.71
ENSG00000155366:RHOC	126.02	181.44	339.78	243.18	70.2	71.67	54.19	96.85	161.44	168.25
ENSG00000155368:DBI	69.13	98.56	322.69	444.47	825.77	972.67	6.52	8.95	1550.86	462.94
ENSG00000155393:HEATR3	6.51	10.91	14.22	10.82	45.02	35.94	1.46	2.93	22.32	8.49
ENSG00000155463:OXA1L	41.8	56.68	28.24	22.29	42.02	38.42	7.6	15.74	23.85	62.18
ENSG00000155506:LARP1	47.23	57.99	40.8	25.38	57.52	31.15	5.89	19.53	39.63	6.79
ENSG00000155508:CNOT8	27.99	35.64	55.64	45.72	26.57	22	5.02	9.5	24.95	11.59
ENSG00000155511:GRIA1	0	0.03	0.01	0.03	0	0.05	0	0.01	0.3	0.07
ENSG00000155530:LRGUK	0.39	0.32	0.27	0.13	0	0	0.04	0.04	1.07	0.25
ENSG00000155545:MIER3	16.85	16.97	27.61	11.59	24.29	17.45	5.76	8.41	8.67	3.06
ENSG00000155561:NUP205	17.67	24.55	14.34	9.73	7.13	6.65	2.09	3.71	8.22	2.28
ENSG00000155592:ZKSCAN2	2.35	2.65	0.36	0.37	0.32	0.15	0.07	0.1	1.47	0.92
ENSG00000155629:PIK3AP1	21.6	25.61	5.01	3	5.68	3.55	0.86	1.66	2.87	3.93
ENSG00000155636:RBM45	2.11	3.24	16.2	14.28	35.74	34.47	1.44	2.94	20.34	33.13
ENSG00000155659:VSIG4	27.69	62.62	0.35	0	11.34	7.15	5.84	8	1.47	7.46
ENSG00000155660:PDIA4	63.59	60.42	185.16	182.58	164.09	167.19	32.74	71.72	269.15	111.02
ENSG00000155666:KDM8	1.62	2.81	3.22	2.84	1.03	0.71	0.53	1.7	3.63	5.98
ENSG00000155714:PDZD9	0	0.3	0.35	0	0.57	0.56	0.19	0.44	0.07	0.19
ENSG00000155719:OTOA	0.04	0.07	0.42	0.3	0.32	0.22	0	0.03	0.17	0.1
ENSG00000155744:HYCC2	10.36	10.76	5.23	4.62	22.08	22.04	3.55	5.58	2.48	0.7
ENSG00000155749:FLACC1	0.65	1.13	0	1.44	0	0	0.1	0.1	0.18	0.17
ENSG00000155755:TMEM237	7.49	8.52	11.95	10	2.46	3.19	4.99	7.43	21.23	25.3
ENSG00000155760:FZD7	5.23	4.92	18.45	7.99	5.97	3.64	2.87	8.89	2.02	0.95
ENSG00000155761:SPAG17	0.32	0.76	0	0.01	0.07	0.03	0.09	0.08	0.83	0.09
ENSG00000155792:DEPTOR	0.89	2.02	2.16	3.73	4.65	5.74	0.53	1.62	17	3.17
ENSG00000155827:RNF20	12.83	14.95	39.44	21.79	33.76	32	3.97	8.04	37.4	6.29
ENSG00000155846:PPARGC1B	1.71	2.33	2.01	1.02	4.78	5.02	1.48	6.35	0.62	0.17
ENSG00000155849:ELMO1	41.25	36.87	8.21	6.5	4.17	4.26	0.54	1.24	5.85	2.13
ENSG00000155850:SLC26A2	30.93	43.08	18.18	15.63	70.49	80.68	7.82	29.95	0.43	0.4
ENSG00000155858:LSM11	1.87	1.58	3.23	2.19	2.24	1.32	0.72	1.43	1.27	2.64
ENSG00000155868:MED7	10.03	13.75	44.35	36.53	25.09	24.96	4.94	8.23	19.96	15.2
ENSG00000155886:SLC24A2	0.05	0.06	0	0	0.12	0	0	0.02	1.34	0.03
ENSG00000155890:TRIM42	0	0	0	0	0	0	0.02	0.02	0.03	0
ENSG00000155893:PXYLP1	10.76	10.25	2.33	2.75	14.81	12.96	0.37	0.55	3.25	14.12
ENSG00000155897:ADCY8	0	0	0.03	0	0.11	0.23	0.03	0.3	0.13	0.1
ENSG00000155903:RASA2	10.07	14.48	22.85	13.13	8.87	6.87	2.91	4.06	2.16	4.18
ENSG00000155906:RMND1	12.15	15.38	29.41	27.26	3.12	2.64	1.68	3.71	15.5	23.18
ENSG00000155926:SLA	3.14	6.17	1.32	1.36	1.51	1.17	1.11	2.61	0.31	0.25
ENSG00000155957:TMBIM4	70.63	60.37	113.27	106.07	364.25	447.51	13.85	23.07	17.84	31.71
ENSG00000155961:RAB39B	0.12	0.12	0.31	0.37	0.09	0.08	0	0.03	2.32	0.71
ENSG00000155966:AFF2	9	8.91	2.87	2.39	0.61	0.31	0.05	0.08	0.09	0.02
ENSG00000155970:MICU3	54.71	40.83	3.56	2.3	3.97	2.84	0.64	1.08	2.52	0.74
ENSG00000155975:VPS37A	40.95	47.53	43.6	28.4	8.07	8.05	2.77	4.21	254.69	66.26
ENSG00000156011:PSD3	4.82	6.27	9.86	8.79	32.58	39.21	1.49	3.34	1.86	0.36
ENSG00000156017:CARNMT1	4.19	4.51	15.52	10.5	6.43	5.83	2.19	3.99	2.2	0.64
ENSG00000156026:MCU	9.21	17.93	22.05	17.68	30.3	24.86	2.91	6.08	22.99	6.62
ENSG00000156030:MIDEAS	14.3	29.97	23.66	11.93	33.04	17.93	1.3	5.42	5.5	1.1
ENSG00000156042:CFAP70	1.21	2.13	0.27	1.16	0.43	0.18	0.72	1.94	7.19	1.71
ENSG00000156049:GNA14	3.9	5.54	12.71	10.74	56.16	49.55	3.8	9.14	0.23	0.79
ENSG00000156050:FAM161B	1.63	1.72	2.57	2.35	1.23	0.71	0.32	0.49	8.79	0.72
ENSG00000156103:MMP16	0.24	0.66	0.38	0.12	0.61	0.3	0.19	0.31	6.04	3.08
ENSG00000156110:ADK	32.1	27.51	15.1	16.86	26.2	29.11	3.79	4.81	135.62	35.61
ENSG00000156127:BATF	1.59	2.72	0.66	1.58	5.47	4.86	0.24	0.69	1.94	0.81
ENSG00000156140:ADAMTS3	2.65	3.36	1.86	2.74	22.37	13.21	0.49	0.54	104.76	11.64
ENSG00000156150:ALX3	0	0	0.13	0	0.55	0.61	0.19	1.02	0	0
ENSG00000156162:DPY19L4	15.33	12.86	11.74	6.88	14.21	10.87	3.81	6.31	18.95	4.41
ENSG00000156194:PPEF2	0.08	0.08	0.99	1.62	0.22	0.16	0.02	0.02	0	0
ENSG00000156206:CFAP161	0.53	0.58	0.21	0.9	5.89	2.54	0	0	1.01	0.93
ENSG00000156218:ADAMTSL3	9.25	11.38	0.15	0.14	0.01	0.06	0.07	0.29	8.01	2.82
ENSG00000156219:ART3	0.23	0.1	2.87	2.22	0.75	0.29	0.1	0.14	0.34	0.05
ENSG00000156222:SLC28A1	1.2	0.73	0.13	0.55	0.59	0.23	0.02	0.08	0.96	0.39
ENSG00000156232:WHAMM	7.94	7.61	21.17	15.82	14.34	13.54	0.91	2.18	4.52	1.9
ENSG00000156234:CXCL13	0.04	0.05	0.48	0.37	0.34	0	0.01	0.02	0.09	0
ENSG00000156239:HEMK2	3.21	5.16	10.59	10.07	2.18	2.53	0.78	1.14	1.55	1.95
ENSG00000156253:RWDD2B	7.37	10.71	3.28	4.62	8.19	7.9	0.58	1.37	6.67	15.01
ENSG00000156273:BACH1	17.92	25.48	29.53	21.39	13.94	10.27	8.49	12.85	8.29	1.67
ENSG00000156282:CLDN17	0.04	0	0	0	2.51	1.35	0	0.03	0	0.12
ENSG00000156298:TSPAN7	7.44	19.45	20.59	25.96	44.86	47.53	1.23	3.62	15.21	14.96
ENSG00000156304:SCAF4	26.39	31.7	33.94	20.62	19.64	17.32	1.23	3.79	25.86	10.12
ENSG00000156313:RPGR	6.6	10.36	4.13	2.25	2.03	2.34	0.91	1.48	12.19	1.42
ENSG00000156374:PCGF6	4.14	5.35	12.31	17.91	44.06	11.3	0.77	1.18	4.45	7.65
ENSG00000156381:ANKRD9	22.34	35.94	6.38	4.59	11.79	8.82	1.08	3.22	5.09	14.49
ENSG00000156384:SFR1	3.37	2.68	67.14	47.38	2.76	2.21	0.13	0.12	1.63	2.77
ENSG00000156395:SORCS3	0	0	0	0	0	0	0.02	0.02	0.5	0.51
ENSG00000156398:SFXN2	4.8	5.87	4.1	2.45	4.39	3.46	0.26	0.37	3.9	3.7
ENSG00000156411:ATP5MJ	88.61	97.7	142.94	202.78	479.11	533.79	0	0	29.61	83.77
ENSG00000156414:TDRD9	0.23	0.93	0.38	0.25	0.82	0.78	0.3	1	0.69	0.58
ENSG00000156427:FGF18	0.19	0.62	0.73	1.34	2.21	1.35	0	0	9.68	9.42
ENSG00000156453:PCDH1	60.69	76.46	23.46	25.37	105.79	92.01	1.8	6.36	19.28	9.08
ENSG00000156463:SH3RF2	0.01	0.21	3.81	3.5	15.31	3.18	0.31	0.86	1.05	0.13
ENSG00000156466:GDF6	0.54	2.67	0.52	0.77	33.87	37.83	8.56	24.68	0.15	0.12
ENSG00000156469:MTERF3	12.16	13.46	31.75	26.78	23.91	20.65	3.52	4.74	14.83	12.44
ENSG00000156471:PTDSS1	41.89	48.59	31.94	27.17	163.48	134.69	5.62	12.49	7.16	8.36
ENSG00000156475:PPP2R2B	2.71	4.5	0.23	0.04	0.23	0.22	0.01	0.08	19.97	10.17
ENSG00000156486:KCNS2	0.16	0.57	0.06	0	0.24	0.41	0.04	0.6	0	0.05
ENSG00000156502:SUPV3L1	16.02	17.46	12.62	10.37	10.9	11.65	0.62	1.14	7.88	7.62
ENSG00000156504:PABIR2	27.96	27.15	43.34	21.92	699.11	870.24	18.22	49.29	10.17	5.29
ENSG00000156509:FBXO43	0.42	0.47	0.06	0.07	0.05	0.1	0	0.03	0	0
ENSG00000156510:HKDC1	0	0	4.94	30.4	96.16	114.96	0.04	0.13	51.51	36.39
ENSG00000156515:HK1	36.31	41.03	110.81	52.02	179.09	144.18	15.15	35.98	26.1	13.77
ENSG00000156521:TYSND1	3.67	6.06	11.01	14.25	9.14	6.77	1.43	4.66	2.74	25
ENSG00000156531:PHF6	5.27	5.87	4.35	2.11	15.83	20.51	2.33	4.07	49.47	4.8
ENSG00000156535:CD109	1.69	3.97	35.39	37.07	4.3	4.52	1.56	3.04	16.12	6.16
ENSG00000156564:LRFN2	0	0	0.01	0	0.03	0	0	0	0	0
ENSG00000156574:NODAL	0.27	0.49	0.11	0	0.28	0.24	0.01	0.01	0	0.07
ENSG00000156587:UBE2L6	16.13	22.31	39.97	37.26	25.4	32.58	1.56	2.35	2.42	4.37
ENSG00000156599:ZDHHC5	43.69	40.64	64.85	35.91	67.56	58.19	4.79	9.38	14.68	25.96
ENSG00000156639:ZFAND3	81.38	71.62	157.53	117.62	36.75	33.63	2.91	7.24	26.8	9.76
ENSG00000156642:NPTN	65.52	82.5	121.7	77.25	151.24	117.81	12.31	24.08	63.68	104.98
ENSG00000156650:KAT6B	7.69	10.96	9.82	5.84	13.96	11.57	2.21	5.09	4.67	0.68
ENSG00000156671:SAMD8	10.73	12.2	35.91	24.55	7.11	5.11	6.53	8.07	8.56	2.65
ENSG00000156675:RAB11FIP1	16.76	24.32	34.64	18.56	87.61	84.09	12.66	25.69	10.35	1.97
ENSG00000156687:UNC5D	0	0	0	0	0	0	0.13	0.28	0.31	0.12
ENSG00000156709:AIFM1	13.21	17.4	18.92	22.05	72.54	100.89	6.71	10.81	52.88	32.4
ENSG00000156711:MAPK13	15.77	11.74	21.92	44.22	38.84	30.62	1.8	2.76	14.13	17.97
ENSG00000156738:MS4A1	0.99	0.98	0.59	0.13	0.04	0.11	0.01	0.04	0	0.06
ENSG00000156787:TBC1D31	1.02	1.64	2.03	3.59	17.43	15.4	1.13	2.05	4.73	3.75
ENSG00000156795:NTAQ1	5.8	3.26	46.28	29.26	136	135.95	0.1	0	3.67	11.58
ENSG00000156802:ATAD2	4.12	3.35	4.63	4.09	39.97	39.75	0.74	1.69	3.29	0.45
ENSG00000156804:FBXO32	13.99	16.29	47.09	22.73	34.63	29.27	4.7	10.06	24.17	6.29
ENSG00000156831:NSMCE2	14.48	15.41	19.75	22.88	47.53	49.48	2.14	2.98	86.28	58.25
ENSG00000156858:PRR14	26.78	38.11	46.64	40.53	20.26	20.02	1.41	5.7	20.95	37.1
ENSG00000156860:FBRS	79.19	108.1	75.23	49.77	30.42	27.97	1.21	6.56	8.42	33.95
ENSG00000156869:FRRS1	4.18	5.15	9.58	10.09	6.47	9.61	6.35	6.78	0.99	0.34
ENSG00000156873:PHKG2	18.89	25.96	34.13	40.79	35.09	32.42	1.84	5.16	24.03	58.8
ENSG00000156875:MFSD14A	35.56	36.87	30.77	23.5	81	81.9	7.28	12.14	35.45	38.18
ENSG00000156876:SASS6	3.13	3.52	2.1	1.85	9.66	9.28	0.46	0.67	2.7	0.36
ENSG00000156885:COX6A2	0	0	0	0	0	0	1.59	4.58	3.6	17
ENSG00000156886:ITGAD	0.05	0.23	0.12	0.04	0.04	0	0.01	0.03	0.11	0.07
ENSG00000156925:ZIC3	0	0	4.74	3.99	0	0	0	0.01	0	0.02
ENSG00000156928:MALSU1	19.51	23.25	18.86	19.08	10.69	8.25	3.69	4.64	9.32	16.45
ENSG00000156931:VPS8	20.1	32.97	21.35	20.27	8.22	7.4	2.75	5.1	8.27	6.38
ENSG00000156958:GALK2	13.05	13.91	18.63	28.52	18.01	20.64	5.59	9.66	43.41	36.84
ENSG00000156959:LHFPL4	0	0.01	0.75	0.57	0.13	0.13	0.11	0.1	0	0
ENSG00000156966:B3GNT7	1.93	3.92	97.76	48.79	20.94	10.68	2.78	5.16	16.47	57.92
ENSG00000156968:MPV17L	8.26	16.21	4.45	3.72	0.32	0.17	0.03	0.04	0.9	1.43
ENSG00000156970:BUB1B	5.37	3.17	2.05	1.04	7.78	7.33	0.21	0.34	1.2	3.2
ENSG00000156973:PDE6D	19.72	25.35	23.55	29.51	77.55	51	1.98	3.53	14.55	33.17
ENSG00000156983:BRPF1	6.97	8.11	31.28	18.95	18.04	17.54	2.02	5.66	18.57	18.16
ENSG00000156990:RPUSD3	5.75	12.42	8.15	10.31	74.98	81	0.61	1.77	9.37	14.89
ENSG00000157005:SST	0	0	0	0	0	0	0	0	0	0.08
ENSG00000157014:TATDN2	7.97	12.3	78.15	42.65	11.67	10.35	1.11	3.28	8.41	11.5
ENSG00000157017:GHRL	0.12	1.6	3.95	0.4	0.69	1.02	0.05	0	0.06	0.24
ENSG00000157020:SEC13	82.38	88.75	87.71	77.98	84.46	74.34	8.1	23.75	119.53	130.11
ENSG00000157045:NTAN1	17.62	26.21	79.01	84.68	126.09	114.9	10.81	21.34	15.08	34.18
ENSG00000157060:SHCBP1L	0	0.03	0.24	4.14	0.32	0.75	0.05	0.16	0.1	0.06
ENSG00000157064:NMNAT2	3.71	2.89	1.77	1.31	2.2	1.21	0.15	0.47	0	0.04
ENSG00000157077:ZFYVE9	4.23	8.68	9.3	8.11	10.81	10.12	4.71	9.3	6.52	8.21
ENSG00000157087:ATP2B2	0.02	0.01	0.03	0	11.3	2.82	0.14	0.38	97.52	6.33
ENSG00000157103:SLC6A1	0.34	1.39	0.1	0.07	0.12	0.02	0.05	0	0	0
ENSG00000157106:SMG1	37.28	49.61	53.65	26.6	18.76	16.47	13.53	26.8	13.68	3.75
ENSG00000157107:FCHO2	15.22	17.35	58.13	34.45	42.07	40.55	3.89	7.9	17.1	2.27
ENSG00000157110:RBPMS	60.58	115.7	96.94	110.8	62.31	41.87	5.06	18.03	10.21	34.87
ENSG00000157111:TMEM171	0	0.4	0.48	0.15	5.51	0.93	0	0	1.98	2.67
ENSG00000157119:KLHL40	0	0	1.24	0.4	0.72	0.48	0.01	0.01	0	0.07
ENSG00000157131:C8A	0	0	0.08	0	0	0	0	0	0.05	0
ENSG00000157152:SYN2	2.71	3.61	1.47	1.12	1.56	1.64	0.19	0.85	0.03	0.03
ENSG00000157168:NRG1	0.15	0.39	8.69	5.01	1.56	1.76	0.15	0.3	0.36	0.8
ENSG00000157181:ODR4	13.36	18.27	33.79	24.61	26.96	28.76	2.98	5.74	26.04	5.39
ENSG00000157184:CPT2	18.79	18.64	25.15	23.5	27.03	23.09	2.1	6	22.55	39.26
ENSG00000157191:NECAP2	27.96	39.27	64.35	64.84	63.56	53.84	7.88	15.67	22.91	26.61
ENSG00000157193:LRP8	19.91	15.19	84.51	27.9	11.82	8.25	0.09	0.17	29.3	7.47
ENSG00000157211:CDCP2	0	0	0.03	0	0	0	0.01	0.04	0.02	0
ENSG00000157212:PAXIP1	10.47	12.05	10.73	15.75	11.76	9.39	0.75	2.43	6.1	5.36
ENSG00000157214:STEAP2	0.22	0.45	4.74	8.05	15.19	11.94	0.01	0.02	0.12	0.11
ENSG00000157227:MMP14	94.43	89.93	184.84	196.55	134.47	116.14	12.18	27.73	54.16	46.69
ENSG00000157240:FZD1	8.75	8.74	24.62	21.6	10.77	10.15	1.05	3.11	3.57	2.63
ENSG00000157259:GATAD1	32.49	36.25	74.84	69.59	5.63	5.55	2.2	3.56	22.09	11.7
ENSG00000157315:TMED6	0.49	1.13	0.43	3.84	7.66	1.66	0	0	1.05	5.39
ENSG00000157330:CFAP107	0.03	0.13	0	0	0.11	0	0	0	0	0
ENSG00000157343:ARMC12	0	0.23	0.15	0.16	1.04	0.49	0.02	0.05	0.13	0.08
ENSG00000157349:DDX19B	15.82	11.2	4.65	3.91	18.83	13.1	1.57	3.35	110.89	24.03
ENSG00000157350:ST3GAL2	4.63	8.51	13.48	11.82	5.64	9.33	2.06	7.3	2.86	4.31
ENSG00000157353:FCSK	9.13	13.4	6.75	5.54	15.01	13.5	1.69	4.6	4.75	6.51
ENSG00000157368:IL34	0.22	0.17	16.72	17.7	3.53	3.96	0.03	0.22	40.55	11.07
ENSG00000157379:DHRS1	10.05	18.87	54.96	46.86	30.74	26.58	2.48	5.52	31.25	42.45
ENSG00000157388:CACNA1D	3.9	5.14	2.32	2.65	1	0.65	0.47	1.32	1.26	0.31
ENSG00000157404:KIT	3.11	5.25	145.32	69.82	2.89	3.89	6.29	9.16	0.27	0.29
ENSG00000157423:HYDIN	0.17	0.31	0.05	0.01	0.56	1.03	0.07	0.14	0.95	0.39
ENSG00000157426:AASDH	6.31	7.8	12.94	8.22	4.38	4.89	1.25	2.27	5.71	6.48
ENSG00000157445:CACNA2D3	2.14	3.25	7.37	2.28	2.79	2.84	0.03	0.01	0	0.04
ENSG00000157450:RNF111	26.87	32.77	32.49	19.3	12.61	12.45	2.9	5	5.04	1.06
ENSG00000157456:CCNB2	10.01	7.83	1.81	0.97	17.47	12.66	0.19	0.44	2.11	4.28
ENSG00000157470:FAM81A	0.32	0.49	0.74	0.38	4.51	1.79	0.21	0.36	2.12	0.46
ENSG00000157483:MYO1E	43.55	35.78	54.25	29.14	143.29	113.46	12.46	22.07	12.74	7.34
ENSG00000157500:APPL1	8.38	11.21	21.04	11.13	43.52	39.43	4.78	7.61	22.97	4.91
ENSG00000157510:AFAP1L1	17.8	23.73	39.74	26.05	1.52	2.67	1.01	1.9	5.69	1.32
ENSG00000157514:TSC22D3	21.2	57.83	238.51	166.34	236.45	246.86	0.92	3.57	1.19	1.14
ENSG00000157538:VPS26C	27.56	34.75	44.33	36.84	44.88	54.08	3.31	6.49	25.65	23.12
ENSG00000157540:DYRK1A	49.9	53.83	41.52	23.43	44.22	38.67	5.7	10.92	15.71	3.74
ENSG00000157542:KCNJ6	0.43	0.16	0	0	0	0	0	0	0.04	0.12
ENSG00000157551:KCNJ15	1.62	2.87	11.01	17.46	4.62	3.23	1.14	3.86	0.35	0.82
ENSG00000157554:ERG	14.6	21.28	9.75	7.45	13.64	17.59	3.67	7.39	9.99	5.19
ENSG00000157557:ETS2	19.22	39.85	157.57	85.44	130.02	84.97	6.28	16.76	53.01	22.47
ENSG00000157570:TSPAN18	16.41	22.44	20.92	11.57	15.09	11.21	0.17	0.73	2.73	2.31
ENSG00000157578:LCA5L	2.35	3.29	1.2	0.67	0	0.06	0.13	0.05	1.88	1.73
ENSG00000157593:SLC35B2	11.25	14.24	42.4	36.8	51.46	45.85	2.51	4.05	17.63	42.79
ENSG00000157600:TMEM164	10.13	13.94	19.97	11.12	6.81	3.87	9.81	22.22	3.76	7.88
ENSG00000157613:CREB3L1	2.17	12.66	89.7	44.69	7.35	7.04	0.4	1.77	21.61	34.47
ENSG00000157625:TAB3	36.44	53.06	20.04	8.56	12.52	10.1	0.93	1.58	6.13	0.87
ENSG00000157637:SLC38A10	47.83	58.32	81.66	51.77	39.15	39.66	3.13	12.21	66.65	18.73
ENSG00000157657:ZNF618	0.66	1.64	0.33	1.27	2	1.17	0.06	0.26	9.04	2.39
ENSG00000157680:DGKI	1.27	3.82	0.03	0	0.12	0.11	0.04	0.09	0.8	0.24
ENSG00000157693:TMEM268	7.74	9.65	3.63	10.02	45.06	42.63	0.97	3.15	4.78	3.5
ENSG00000157734:SNX22	1.81	2.25	2.66	2.55	82.53	77.3	0.15	0.23	1.79	4.8
ENSG00000157741:UBN2	6.55	7.39	12.44	7.83	2.87	2.59	1.02	2.48	2.32	0.08
ENSG00000157764:BRAF	16.11	15.2	25.16	11.43	10.17	10.78	3.15	7.08	2.21	0.88
ENSG00000157766:ACAN	0.75	0.56	0.23	0.28	1.46	1.88	0.01	0.15	0.07	0.03
ENSG00000157778:PSMG3	12.4	17.46	17.98	15.92	48.09	50.61	4.28	7.72	0.88	5.61
ENSG00000157782:CABP1	0.22	0.62	2.23	1.87	1.28	1.1	1.25	2.51	1.62	0.35
ENSG00000157796:WDR19	6.3	10.6	5.33	5.3	9.79	10.9	1.14	2.09	1.31	0.32
ENSG00000157823:AP3S2	24.35	24.13	11.5	10.19	28.59	30.96	3.25	5.69	15.12	14.09
ENSG00000157827:FMNL2	32.64	57.69	12.3	25.78	53.6	34.15	4.62	9.08	1.6	0.24
ENSG00000157833:GAREM2	0.36	0.36	0	0	1.31	1.07	0.05	0.7	0.23	0.24
ENSG00000157837:SPPL3	91.16	95.95	81.23	52.45	39.72	33.9	2.41	6.73	18.3	52.62
ENSG00000157851:DPYSL5	0.03	0.03	0.29	0.77	0.5	0.15	0.03	0.22	7.69	5.73
ENSG00000157856:DRC1	0.1	0	0.47	0.64	0.44	0.29	0.65	0.65	1.43	1.05
ENSG00000157870:PRXL2B	7.25	9.58	3.92	3.76	32.41	30.15	0.34	0.6	3.1	5.05
ENSG00000157881:PANK4	17.12	21.03	12.38	12.21	13.26	13.71	0.82	2.39	11.42	14.85
ENSG00000157884:CIB4	0.1	0	0.29	0	0	0	0	0	0	0.16
ENSG00000157890:MEGF11	0.29	0.28	14.13	7.09	0.08	0.08	0.09	0.09	0.45	0.25
ENSG00000157895:C12orf43	7.77	9.35	12.46	30.79	8.48	9.71	0.87	1.74	2.15	6.64
